TCGA-3C-AALI	TCGA-A2-A04Y	TCGA-A2-A0CW	TCGA-A2-A0D4	TCGA-A2-A0EY	TCGA-A2-A0SV	TCGA-A2-A0SW	TCGA-A2-A0T3	TCGA-A2-A0YG	TCGA-A2-A0YH	TCGA-A2-A0YT	TCGA-A2-A1FW	TCGA-A2-A1FX	TCGA-A2-A1G4	TCGA-A2-A25B	TCGA-A2-A25C	TCGA-A2-A25E	TCGA-A2-A4S3	TCGA-A7-A0CJ	TCGA-A7-A13F	TCGA-A7-A2KD	TCGA-A7-A6VX	TCGA-A8-A06N	TCGA-A8-A06R	TCGA-A8-A06X	TCGA-A8-A06Z	TCGA-A8-A075	TCGA-A8-A076	TCGA-A8-A079	TCGA-A8-A07W	TCGA-A8-A081	TCGA-A8-A082	TCGA-A8-A08G	TCGA-A8-A08P	TCGA-A8-A095	TCGA-A8-A09C	TCGA-A8-A09I	TCGA-A8-A09M	TCGA-A8-A09R	TCGA-A8-A09W	TCGA-A8-A09Z	TCGA-AC-A2BM	TCGA-AN-A0AJ	TCGA-AN-A0AK	TCGA-AN-A0AM	TCGA-AN-A0FF	TCGA-AN-A0FY	TCGA-AO-A03N	TCGA-AO-A03O	TCGA-AO-A03P	TCGA-AO-A0J3	TCGA-AO-A0J7	TCGA-AO-A0JD	TCGA-AO-A0JM	TCGA-AO-A1KP	TCGA-AO-A1KS	TCGA-AO-A1KT	TCGA-AR-A0TQ	TCGA-AR-A0TT	TCGA-AR-A0TV	TCGA-AR-A0TY	TCGA-AR-A0U2	TCGA-AR-A1AW	TCGA-AR-A24K	TCGA-AR-A24N	TCGA-AR-A24R	TCGA-AR-A24S	TCGA-AR-A24Z	TCGA-AR-A250	TCGA-AR-A2LK	TCGA-B6-A0IB	TCGA-B6-A0RL	TCGA-BH-A0AU	TCGA-BH-A0BF	TCGA-BH-A0BZ	TCGA-BH-A0C0	TCGA-BH-A0C3	TCGA-BH-A0C7	TCGA-BH-A0HU	TCGA-BH-A0HW	TCGA-BH-A0HY	TCGA-BH-A18L	TCGA-BH-A18U	TCGA-BH-A1F2	TCGA-BH-A1F8	TCGA-BH-A1FD	TCGA-BH-A1FJ	TCGA-BH-A1FM	TCGA-BH-A1FN	TCGA-BH-A202	TCGA-BH-A204	TCGA-BH-A209	TCGA-C8-A12M	TCGA-C8-A12U	TCGA-C8-A12W	TCGA-C8-A130	TCGA-C8-A1HG	TCGA-C8-A1HL	TCGA-C8-A1HM	TCGA-C8-A1HN	TCGA-C8-A26V	TCGA-C8-A26W	TCGA-C8-A274	TCGA-C8-A27A	TCGA-C8-A3M8	TCGA-C8-A8HQ	TCGA-D8-A13Y	TCGA-D8-A1J8	TCGA-D8-A1J9	TCGA-D8-A1JC	TCGA-D8-A1JD	TCGA-D8-A1JE	TCGA-D8-A1JI	TCGA-D8-A1JJ	TCGA-D8-A1JT	TCGA-D8-A1X5	TCGA-D8-A1X6	TCGA-D8-A1X7	TCGA-D8-A1XF	TCGA-D8-A1XL	TCGA-D8-A1XR	TCGA-D8-A1XZ	TCGA-D8-A1Y1	TCGA-D8-A1Y2	TCGA-D8-A1Y3	TCGA-D8-A27N	TCGA-D8-A27R	TCGA-D8-A27W	TCGA-E2-A109	TCGA-E2-A10C	TCGA-E2-A14O	TCGA-E2-A155	TCGA-E2-A15A	TCGA-E2-A15K	TCGA-E2-A15S	TCGA-E2-A15T	TCGA-E2-A1L7	TCGA-E2-A56Z	TCGA-E2-A9RU	TCGA-E9-A1NA	TCGA-E9-A1NF	TCGA-E9-A1NI	TCGA-E9-A1R4	TCGA-E9-A1R7	TCGA-E9-A1RB	TCGA-E9-A1RE	TCGA-E9-A1RG	TCGA-E9-A226	TCGA-E9-A228	TCGA-E9-A22A	TCGA-E9-A22D	TCGA-E9-A22E	TCGA-E9-A22H	TCGA-E9-A249	TCGA-E9-A2JS	TCGA-E9-A3HO	TCGA-E9-A54Y	TCGA-E9-A5UO	TCGA-EW-A1OX	TCGA-EW-A1OY	TCGA-EW-A1OZ	TCGA-EW-A1P0	TCGA-EW-A2FW	TCGA-GM-A2DO	TCGA-LL-A5YM	TCGA-S3-AA17	TCGA-Z7-A8R6
RAD51	-0.963014939	-1.313990669	-1.162900056	-1.341342519	-1.386421224	-1.320289552	-1.270107407	-0.912856391	-1.174904838	-1.298881691	-1.072669938	-1.088760616	-0.810106286	-1.370263105	-0.810462286	-0.485086888	-1.40720183	-0.219949801	-1.642590991	-1.128831301	-1.193125047	-1.01606895	-0.893474122	-1.210736705	-1.212684986	-1.33713959	-1.325990185	-1.245329009	-1.131106687	-1.274658891	-1.222387623	-1.310764833	-1.451823946	-1.314530435	-0.703151155	-1.324214531	-1.210946114	-1.403268217	-1.398222121	-1.295109674	-1.185202164	-1.753481908	-1.134254954	-1.153052874	-1.378099203	-1.525059346	-1.553920429	-0.993004982	-1.220574295	-1.022997237	-1.438283984	-1.420612068	-1.146733158	-0.645215769	-0.625311093	-1.229979599	-1.21174328	-0.826183683	-1.372714268	-1.280082275	-1.042176952	-0.239757796	-1.313705099	-1.640592501	-1.355139311	-1.772519653	-1.146160073	-1.594943123	-1.009424407	-1.319324192	-1.521123706	-1.463714947	-1.125151281	-1.398744201	-1.283657808	-1.215982234	-1.404917222	-1.247730144	-1.26352413	-1.332788788	-0.624402766	-1.291330701	-0.977300967	-1.195223093	-1.518706241	-1.430321174	-1.411283076	-1.122114054	-1.568465592	-1.357002259	-1.153391896	-1.133646637	-1.516995948	-1.258019895	-1.269876131	-1.143484256	-1.391137182	-0.958139821	-1.079089674	-1.380262013	-1.744940673	-0.48292585	-1.148873162	-1.321184844	-1.172924186	-1.211222934	-1.1877187	-1.716122857	-1.890811637	-1.333393797	-1.194075334	-1.385709977	-1.523208134	-1.352387572	-1.267564307	-0.7003926	-1.414586258	-0.958879955	-1.358617426	-1.710169444	-1.098262586	-1.747410529	-1.399394913	-1.558541765	-0.803192399	-1.668349136	-1.455119747	-1.61056475	-1.147429467	-1.445757534	-0.912497715	-1.141079036	-1.204667484	-0.838012463	-1.241681484	-1.348584472	-1.243874663	-0.739745605	-0.944221886	-1.875873716	-0.951543791	-1.239906444	-1.386388851	-1.205578771	-1.502590879	-1.217028033	-1.03778833	-1.669701023	-1.411064601	-1.204407466	-1.315792644	-1.249413114	-1.407702064	-1.234451784	-1.103789262	-0.970182558	-0.885722378	-0.542176154	-0.890502244	-1.303353964	-0.917779846	-0.995545789	-0.858037573	-1.211961996	-0.73544263	-0.992849353	-1.486448961
RAF1	1.199992137	0.945174696	0.8274538	0.763296855	1.00105934	1.191945087	1.198120382	0.804007721	0.934210174	1.049707453	1.217981052	1.113266616	1.028132902	1.020602133	1.449864289	1.025401529	1.207274443	1.260432684	1.372949217	1.311320195	0.926106943	1.094679098	0.69433536	0.985218567	1.342724164	0.774368385	1.11704832	0.884267759	0.956424295	1.126396155	0.856787467	0.976628179	1.071948595	0.756510278	0.378099166	1.196580709	1.209742032	1.344445602	1.115878169	1.116327925	1.267904518	0.985389656	1.064409545	1.04683908	0.993507946	0.94913563	0.727045389	0.819847401	0.974601499	1.113990322	1.141297074	0.93939829	1.489732144	0.804797954	0.854683838	1.3494567	1.574323391	0.993690901	1.262588274	1.049218761	1.07606698	0.657292402	1.180019099	1.217108278	1.24645205	0.72162181	1.215223936	1.380511685	0.955071873	0.72937789	0.645784177	1.009760648	0.988351256	1.035506307	1.075568906	1.204634098	0.885222264	1.075189872	0.916974237	1.237484256	0.748433284	1.018827581	1.284997379	0.918717686	0.789969648	1.050874868	0.994285864	1.583622278	1.089099554	0.912999928	1.238859241	1.256217518	1.371908403	0.796245935	1.045441944	1.811040681	0.64662888	0.910128229	1.651220787	0.905255794	0.749194558	1.134164622	0.832669102	0.880137973	0.998367209	1.497297417	1.264330245	1.072014971	0.782831359	1.066883471	1.224810505	1.342305313	0.772329724	0.463795613	1.162152398	0.080516924	1.141192836	1.084028081	0.855323271	1.036892314	0.818530139	1.100525471	0.878250195	1.085241877	1.824557709	1.072729984	0.827700505	1.069440324	1.142756781	0.626335202	1.089755537	1.210238875	0.998802526	0.947659639	1.391572134	1.134236547	1.40087394	0.864712905	1.231644633	0.936152008	0.975947911	1.119266253	1.310934234	1.089858263	1.113539229	0.750865686	1.093274904	0.714921853	0.943948966	1.054443767	1.132507162	1.071755773	0.974911735	0.814922812	0.815058513	0.942819898	0.686718972	0.749795528	1.159570015	1.20407056	1.383855971	1.455340874	1.049637124	1.087853008	0.933119197	1.217053884	1.179068237
RBM15	2.572425898	2.531105894	2.360348736	1.435271391	1.856609447	2.060712176	2.069124954	1.255124509	2.154082944	2.204167072	1.618950904	2.044762486	2.029076984	1.781996901	2.431251782	1.604789145	0.947866504	-0.040387618	2.198735013	2.116323342	1.959454522	2.617710229	0.715922408	2.236185694	2.527783849	2.172776711	2.827397118	2.385753537	1.897853177	2.333175203	1.664991187	2.09089556	1.472903085	1.736322285	0.154123716	2.467109392	2.883387712	2.288651237	2.3025099	1.984635869	3.245131028	0.174191982	2.245840137	1.785143095	1.962837896	2.211389551	2.624524463	2.273222803	2.637149853	2.309492751	2.178889428	1.73935509	2.125673215	0.918571374	0.85539662	2.325800344	1.781144331	1.928434172	2.576329158	1.654858823	1.970131245	1.015827594	1.836243017	1.960530549	1.817875623	2.455860003	2.176176933	2.530789299	0.65925393	2.040872088	2.050227856	1.469221355	1.415932832	1.852680913	2.533598421	2.099069908	1.617178161	1.898088845	2.096479431	2.081001862	-0.019907354	1.703132452	1.093784408	1.346235482	1.649451597	2.171458369	2.468723451	2.455370491	2.214736549	1.928811285	2.637512006	2.411033261	1.975700497	1.427428642	1.668346696	1.854521681	2.316433676	2.380050754	2.454505565	2.433476768	2.021031807	0.608509976	1.628312008	2.220087111	2.28105573	2.939619634	2.370196031	1.772630242	1.91174815	2.032496941	2.400313111	2.449208981	2.053877896	2.558159862	2.536806492	0.301558814	2.287784101	1.35387801	0.661879445	2.382856661	1.203520607	2.228020969	1.987132994	1.897484921	2.298919354	2.082341063	0.959623097	2.491721147	2.427942352	1.024877477	1.606106665	2.482825882	2.580874584	2.240800549	2.093783857	1.604062451	2.545336534	1.203243927	2.995976979	2.388826153	1.79234603	1.832568458	2.632776125	1.710931948	2.499083576	1.674947739	2.194870774	1.72945745	2.175538795	1.598602474	2.303623233	2.100851278	2.092896235	2.139311426	2.021564546	1.645235466	1.598233206	1.899075789	1.765020552	2.181568376	2.293613528	2.577949246	2.250504926	1.989123153	0.311376268	2.39179622	3.108903328
RICTOR	0.471285208	-0.213461571	0.061751906	-0.536202577	0.205009773	0.173174253	0.110036095	1.536905876	0.39846436	-0.317363004	0.043499957	0.024044485	0.266360072	-0.258783691	0.453099484	-0.500897945	0.270827536	-0.032910528	0.180072354	0.05732915	0.554094183	-0.176708052	0.217369916	-0.223755251	0.007855896	0.695762069	0.355598437	-0.12963173	-0.152748397	0.434772781	-0.209818902	0.404312791	0.214928833	-0.722841563	-0.474466581	0.813769885	0.852290767	0.369680222	1.168889619	-0.309840754	0.659920847	-0.077924921	0.446493607	0.336416317	0.226256959	0.068342255	-0.012685071	-0.397287467	0.198630066	0.763146351	0.213026189	0.019796712	-0.30338424	-0.345700587	0.207463843	-0.024611556	0.148004141	-0.322996859	0.242389274	0.360968552	-0.39112594	0.243939487	-0.444503034	0.060542707	0.933972066	-0.09997493	0.530474779	0.753787786	1.344065415	0.632290419	-0.289950658	-0.416786055	-0.501092147	-0.125689582	0.10409895	0.215112959	-0.145668094	0.474456493	-0.0744908	0.124417534	0.194858969	-0.027714575	-0.271476767	-0.153347671	0.289458002	-0.348014494	0.655451996	0.763022245	0.28890753	0.324528522	0.456479554	0.142945596	0.468740979	-0.741631654	-0.706168763	-0.497168927	-0.382702031	0.403813159	0.642181454	0.045590392	0.137983392	0.634468541	0.28687694	0.417604743	0.759258866	2.15499241	0.628849191	0.040867227	-0.203632157	0.27946917	-0.046404464	0.786318875	-0.20927863	-0.175453522	0.736225089	0.317883498	-0.222830486	1.379053261	0.244537293	0.254284684	0.269201298	0.028518376	0.386355856	1.640895968	-0.499144457	-0.018594706	-0.516225252	0.355326364	-0.305784462	-0.844058925	-0.237297641	1.046372424	0.10493743	-0.493102291	0.043995828	0.909635332	0.193573902	0.634431166	0.863767763	-0.28774741	0.009900544	0.44108693	0.652466012	0.032180965	0.451988019	-0.306839533	-0.071877379	-0.049010047	1.009758242	0.632675101	0.432937419	0.173466811	-0.032628543	-0.166332912	0.125746019	0.497661378	0.25430917	0.528957869	0.274311792	0.684118717	0.777615245	0.488493446	0.269150816	-0.297250384	0.158251831	-0.589047032	0.089337369
RPS6	1.026620467	0.690985001	0.114149845	0.707917248	-0.43247945	0.616060045	0.622021178	-0.646387511	0.569959633	0.56770215	0.416774224	-0.072255292	0.421215775	-0.691420616	0.777075998	1.041561579	0.717175893	-1.339744117	0.460718372	0.482394723	0.519169194	0.052498247	-0.518573615	0.549087321	0.604723294	0.980198265	0.615991264	0.183494397	-1.315231652	0.739109218	0.712940275	0.858143324	0.111916148	0.26173925	-1.457679002	0.851699311	1.031340331	0.523497769	0.306881567	0.420616492	0.753800424	-0.525661016	0.893816286	1.242536172	0.935775376	0.526237454	0.499681246	0.22595082	1.050591724	1.05339262	0.568356581	0.547260267	0.863141864	-0.512991741	-0.596454875	0.895482181	0.506868262	0.412377084	1.263775851	0.366332712	0.50185625	-1.369089716	-0.60474755	1.560709019	0.967992843	-0.021289877	1.091143825	0.653526779	0.265474548	-0.069340691	0.207484386	0.481433912	0.292455193	0.4368556	0.50378295	0.306499385	-0.037713386	0.056243348	0.82669124	-0.159855771	-1.187767921	-0.269352337	0.268535963	0.843905749	0.031155175	0.560396575	0.467962039	0.917445684	-0.002212189	1.071849822	0.427434859	1.140139218	0.719739716	0.471136952	0.436124896	0.772419924	0.265096964	0.708376102	0.901431187	0.560911919	0.163284763	-0.779653553	-0.088206972	0.516974699	0.54902603	1.126639516	0.267316098	0.281822296	0.23701714	0.320389104	0.533406469	0.666236154	0.312121215	-0.071142974	0.709764593	0.035542905	0.396637718	-0.066797696	0.447207137	0.656385894	-1.338025467	1.096458425	0.421912949	0.052575713	0.906539793	-0.126400012	0.101057926	0.587957393	0.939489823	-0.132585049	-0.00551887	1.028080025	0.961315089	-0.625512675	0.136597932	0.380582578	0.610495663	0.635408006	0.38760983	0.768949374	-0.065867149	0.194813607	0.935390477	-0.143772488	0.797315546	0.3018695	0.683453611	0.523236961	0.656385851	0.882773151	0.747295258	0.376412049	0.263340432	-0.424393694	-0.031928278	0.403569983	0.637525419	0.195629714	0.404988658	0.424037245	-0.165134989	1.407776279	0.422138742	0.98644137	-0.090338396	0.399946668	0.782438985
RPS6KA1	-0.134490944	-0.319759489	-0.725873528	-0.505289779	-0.397066605	-0.335709089	-0.344554884	-0.807142701	-0.587191897	-0.566008117	-0.454199744	-0.580095408	-0.672419153	-0.22380347	-0.550964748	-0.522929882	-1.094925392	-0.832256432	-0.388375281	-0.434396796	-0.62235254	-0.623736669	-0.488381949	-0.539822726	-0.674352393	0.297875456	-0.703363909	-0.80743777	-0.893738281	-0.567235645	-0.37582437	-0.047776674	-0.251866019	-0.718835933	-0.638079815	-0.595670796	-0.8948123	-0.548818715	-0.396646195	-0.880492832	-0.217441324	-0.454079502	-0.610895264	-0.440585832	-0.445419179	-0.098319722	-0.744679835	-0.346999951	-0.588178706	-0.292465031	-0.819873172	-0.410571745	-0.429113722	-0.892540061	-0.998932252	-1.108811122	-0.723330174	-0.610231004	-0.947268047	-0.450775863	-0.666649208	-0.698548435	-0.687354733	-0.330484735	-0.456052509	-0.219594159	-0.542244442	-0.496326145	-0.907386565	-0.598079743	-0.417254226	-1.032232377	-0.55624886	-0.610832092	-0.588000184	-0.339845997	-0.29014049	-0.528324914	-0.980921092	-0.73699898	-0.668423473	-0.481509769	-1.287196511	-0.764049467	-0.848968605	-0.353550128	-0.60777856	-0.38766769	-0.651776814	-0.648408555	-0.428336621	-0.872704385	-0.67125453	-0.547408106	-0.857867032	-0.556807512	-0.804375041	-0.284077879	-0.430300284	-0.732756751	-0.148432182	-0.778664699	-0.479915337	-0.581146518	-0.509745145	-0.656321977	-0.341512501	-0.56828897	-0.460489254	-0.732920709	-0.765911783	-0.439481092	-0.630580019	-1.159834916	-0.50520186	-0.437979902	-0.70794072	-0.389448692	-1.073297715	-0.72780847	-0.750368884	-0.272177593	-0.555055004	-0.574776436	-0.766505826	0.046364488	-0.644128246	-0.821402521	-0.27141253	-0.789022095	-0.48947352	0.116845497	-0.697114421	-0.150266266	-0.422954538	-0.04814586	-0.531720456	0.149564824	0.059492564	-1.010983949	-0.397169799	-0.396227742	-0.11719676	-0.620507917	-0.55876996	-0.456344487	-0.441232878	-0.629528886	-0.892988231	-0.789531481	-0.205959632	-0.557299208	-0.446056076	-0.46479025	-1.020790188	-0.584495344	-0.758946142	0.285318257	-0.693605226	-0.540691214	-0.84535529	-0.154722427	-0.778507786	-0.020830363	-0.379932881	-0.596884084	-0.60771953
RPS6KB1	0.705794874	0.565383643	0.418775852	0.532213823	0.284168789	0.505945457	0.458987335	-0.008861536	2.34334679	0.820091442	0.703103021	2.300972474	0.774086588	0.448076403	1.836946826	0.261885891	0.525899697	0.408359068	0.776737251	1.03551244	0.546102873	0.219856311	0.347982882	0.61182968	1.32398217	1.113649446	0.640395571	0.963421532	0.584071141	0.67106867	0.931601294	0.334882035	0.918630749	0.388237705	-0.607650904	0.643420529	1.812579635	1.258394132	1.425852919	1.205829141	0.743940519	0.127304057	1.227642395	0.410857865	0.823966506	0.540570552	0.3266857	0.135488127	0.778040534	1.085080557	1.949917012	0.827210848	0.535964047	0.377884876	0.172896337	0.970777754	0.753511786	2.251317949	2.262744403	0.118976806	1.817014403	-0.249107352	0.301775538	0.816611358	0.395884449	0.982245753	0.925302118	0.842261244	1.196876895	1.001410839	0.333946222	0.639190825	0.545181303	0.664954691	0.538646781	0.70488368	0.920384998	0.607158714	0.983096269	1.899688987	-0.725017078	1.011395529	0.43679552	0.331822522	0.497393571	0.713654834	0.445975853	1.664053653	0.592344205	0.739435106	1.073049201	0.717124913	2.657522855	0.92661484	0.495828529	0.667590405	0.261702959	2.094760259	1.167014041	1.205220811	0.255016767	-0.253811645	0.418390682	1.132009521	0.880704809	0.849073353	1.061484444	0.309910907	0.256499815	0.750999584	0.780855396	0.687154369	0.686178799	0.724666597	0.796136574	0.173535808	0.707556235	0.407767145	0.342572024	0.502101057	0.580721727	0.420242331	0.62415982	0.932725727	1.132013552	2.076946064	0.440091805	1.16384348	0.65548401	-0.069987815	1.011517368	1.99060711	0.633415228	0.349558189	1.087047649	1.208699752	0.566822328	0.827345429	0.491571714	1.530520347	0.734496119	0.749495606	0.858045788	0.943489675	0.283072462	0.323604079	0.642805149	0.505934148	2.043054055	1.365523512	2.285604126	0.704873549	0.480439233	0.667857262	1.347743277	0.297903128	1.187714567	0.647861759	1.738899187	1.094392461	0.99077191	0.913662273	0.405457401	0.830825831	0.74139177	0.910919205	0.737495863
RPTOR	1.46589463	1.656340957	1.611741399	1.6188387	1.213531209	1.374821898	1.502301034	0.995848095	1.253837937	1.459502793	1.169399406	1.782132134	1.68187466	1.943287755	1.615500031	1.592427177	1.41286186	1.475589541	1.673221506	1.513990517	1.695852478	1.111679086	1.732212026	1.281806903	1.381590546	1.640714292	1.225385399	1.27283547	1.215704746	1.398784982	1.63111911	1.311356647	1.813829121	1.157183382	1.208714156	1.319593459	1.434472408	1.259824092	1.906605977	1.722504532	1.347004423	1.313514872	1.531074887	1.437199515	1.635682555	1.498392403	1.337889412	1.206333475	1.836415001	1.795655364	1.37960475	1.607530705	1.624832211	0.972750094	1.60468582	1.680077073	1.805408308	1.2958992	1.48502795	0.959529823	1.028788306	1.215589079	1.396863009	1.67952971	1.669519143	1.688483226	1.623615183	1.674582507	1.467774254	1.07584608	1.611554044	1.355872494	1.512070647	1.511997684	1.737519929	1.508361104	1.370007843	1.525983069	1.667800445	2.335015419	1.124897229	1.601360028	1.136375821	1.27602006	1.396985566	1.476503666	1.80754188	1.614624557	1.500090255	1.585726499	1.596195838	1.404454891	1.334668319	1.140167184	1.133159515	1.283371354	1.092227532	1.110562098	1.630189204	1.633294911	1.368692344	0.944514838	1.509100583	1.129150891	1.742358172	1.721902437	1.031230673	1.079448027	1.224494354	1.412771112	1.573251708	1.723640487	1.29270117	1.000390549	2.429961349	0.384803781	1.764075182	1.682866917	1.043233707	1.551073991	1.022665008	1.33150681	1.089635545	1.933768951	1.581922193	1.828762135	1.236824353	1.458920573	2.231885879	1.127707062	1.500098317	2.008627026	1.790215907	1.330433052	1.693565074	1.685520977	1.748904686	1.624292101	1.411005774	0.914355008	1.040505843	1.669094581	1.884426692	1.66361937	1.197387176	1.461573236	1.469556529	1.412490525	1.098664997	1.709341797	1.42169881	1.655987203	1.236404738	1.311649602	1.773389443	1.290425339	1.811418452	1.016835841	1.855614329	1.726000877	1.703511106	2.014708817	1.351252538	1.442819199	1.507038619	1.44583047	1.753775314
SCD	-2.487424519	-1.423228783	-1.222302774	-1.582317378	-1.412924287	-1.348876341	-1.345197237	-2.291050391	-1.920838649	-1.124108827	-1.743531322	-1.066713084	-1.390514607	-1.868769869	-1.893102717	-1.669385498	-1.594496661	-2.121183845	-1.479094557	-2.093368784	-1.716258528	-2.051432659	-1.947867018	-1.724476634	-1.417531106	-0.047359571	-1.48212318	-1.566092544	-1.530319263	-1.464446093	-1.262779698	-1.671560002	-1.510128222	-1.28815961	-1.176379617	-1.947567395	-1.311680995	-1.250970654	-1.461014903	-2.566818222	-1.232892407	-2.174340162	-1.337309947	-1.104647798	-1.41885995	-1.518254994	-1.657828409	-1.672645378	0.580731145	-1.244564531	-1.459882173	-1.578744997	-1.255575149	-2.277471606	-1.462917906	-1.627284826	-1.439573265	-1.571223136	-1.353888435	-1.396976841	-1.640250924	-1.30149779	-2.004450962	-1.835472551	-1.707646542	-0.830173877	-1.491090367	-2.090023915	-1.559471182	-1.604091346	-1.466850823	-2.010543746	-1.959359795	-1.388829784	-1.400823458	-1.406894186	-1.181516414	-1.436075025	-1.118631732	-1.375149904	-1.961260118	-1.702538446	-1.940215278	-1.587766061	-1.829416039	-1.843068289	-1.740040749	-1.653853398	-1.998432197	-0.430791003	-1.571391686	-1.87164298	-1.441105519	-1.354286979	-1.413263393	-1.343560507	-1.865651386	-1.600153208	-1.652338346	-2.099940411	-1.956851678	-1.697466885	-1.687170583	-1.810115289	-1.443224256	-2.2586559	-1.464266937	-1.955099403	-1.914188696	-1.576425454	-0.802799216	-1.956957208	-1.891332278	-1.642524377	-0.006329805	-1.466801343	-1.672787507	-1.698425665	-1.742060442	-1.782812983	-1.237195088	-1.590784678	-1.627135423	-1.524803326	-1.21080435	-1.885504727	-1.734274786	-1.858932169	-1.246520248	-2.32808546	-2.654931988	-1.301796468	-1.174548226	-1.984083162	-1.255600373	-1.755584292	-1.846188495	-1.732943857	-1.985151043	-1.933738206	-1.522445687	-1.270105728	-1.434070656	-1.707645955	-2.103207294	-1.571246286	-1.833626158	-1.905878719	-1.684132812	-1.647820995	-1.724182496	-1.564494552	-1.848198798	-1.876443412	-1.889997884	-1.043652982	-1.415619783	-1.404791656	-1.783005943	-1.277650939	-1.792105917	-1.657872739	-1.508674558	-1.912514244	-1.87625513	-2.235654141	-2.242355435
SERPINE1	-1.538355757	-2.740928653	-2.631113953	-2.807336811	-2.195093798	-2.025276187	-2.027245004	-2.058565572	-2.557033216	-2.406665378	-1.656903583	-2.567276926	-2.468989218	-2.992851692	-2.542370455	-1.968881635	-2.286823179	-1.929257731	-1.803783525	-1.911237609	-2.457987567	-1.956133614	-1.532055518	-2.477234422	-2.61705475	-2.899949209	-1.612668723	-1.165599813	-2.083246502	-1.629583478	-2.676142107	-2.228266738	-2.696557994	-0.149893064	-1.755921408	-2.813215489	-2.439754689	-1.67005271	-1.735271083	-2.61445312	-2.35384036	-2.54662353	-2.044714947	-1.841671329	-2.536154314	-2.869115075	-2.431878598	-2.281313068	-2.936515641	-2.451332996	-3.172564244	-2.370355766	-2.171468746	-1.55442036	-2.22564949	-1.704715377	-1.947494274	-2.751184937	-2.446630157	-2.679199863	-1.673689065	0.604743875	-2.851035614	-2.904257707	-2.702847709	-2.218742571	-0.894982694	-1.357399119	-2.737295866	-1.879054241	-2.42463343	-2.471284352	-2.507991887	-2.195580761	-2.251680519	-1.858937567	-2.693066918	-2.031988764	-2.408884806	-1.86540681	-2.73303752	-1.82960179	-1.7391734	-1.799280988	-1.61005352	-1.685543352	-2.628772068	-1.892141244	-0.935825047	-2.52794791	-1.337879274	-2.93067776	-2.659883306	-0.855951669	-2.229648775	-2.376560005	-3.097062923	-2.745673688	-3.076624993	-2.620549613	-2.590565908	-2.347035852	-2.206675186	-1.940590724	-2.043373509	-2.077442303	-0.889256962	-1.941534011	-2.633699126	-2.37935534	-2.591454354	-2.553142174	-3.446498361	-2.306316644	-2.931946878	-2.085242007	-2.338579395	-0.138123906	-2.256139997	-2.700763935	-1.973702013	-2.593014396	-2.184149601	-0.813676102	-2.462915428	-1.819529884	-2.302718451	-0.857598958	-2.614770896	-2.736314954	-2.76712121	-2.152697433	-2.754296636	-2.595029853	-2.574086876	-2.39232805	-2.28729504	-1.745843684	-0.666968479	-1.918309468	-2.303019723	-2.004688764	-2.183089858	-2.218275008	-2.903973196	-2.142862581	-2.062949458	-2.554280501	-1.261482156	-1.530133289	-2.596836541	-1.569002506	-2.225202448	-2.196710848	-1.998002485	-2.351777009	-0.697850606	-2.444420491	-0.315634633	-1.551978559	-1.729156615	-2.722623029	-2.71445269	-2.366716212	-1.379342553	-2.862335862	-2.179385395
SMAD1	0.853269457	0.254746162	0.012167877	-0.1962828	0.026777416	0.608667224	0.563529878	0.379799532	0.962017916	-0.004323631	0.454135122	0.17140008	0.540305719	-0.009561802	0.440934129	0.536783898	0.091648708	-0.177174876	-0.017604731	0.280780273	0.320750844	0.489238305	0.09943251	-0.166810577	0.284607209	0.17121942	0.126762738	0.336400817	0.224570112	-0.27390182	-0.074759979	0.52621554	0.225657059	0.137346163	0.505241198	0.097653454	1.08862222	0.034872833	-0.081485031	0.364546576	0.23474431	0.064505068	0.850670315	0.305947997	0.08111674	0.186315033	0.254208903	0	0.179810648	0.471786643	0.888596568	-0.049105157	0.277660493	0.613743626	0.128483994	0.365007584	1.113683185	0.087807823	0.229928493	0.095058072	-0.107792959	0.363987114	-0.440487084	0.391064878	-0.055276243	-0.298924299	0.120625207	0.19520115	0.286625135	0.053590866	-0.075834011	0.524040955	0.263357256	0.281248167	0.151498361	0.028504925	0.23899497	0.190024651	0.234238799	0.092678902	0.317157254	-0.08611708	0.233030523	0.13463812	-0.000806103	0.231961706	0.535076294	0.170557103	0.081437648	0.068822969	0.761559373	0.20146385	0.250816507	0.08192339	0.231564277	-0.029639966	0	0.109220706	-0.069701803	0.479752963	0.029135378	0.248772737	0.075665473	0.216700142	0.389770054	1.968233999	-0.070519441	-0.081690507	0.041879248	0.408200099	0.142040438	0.030819713	-0.06766568	-0.465397077	0.20858307	-0.004942349	0.132646871	0.304713827	0.323575973	0.157817494	0.048422273	0.495158042	0.646351937	-0.265482574	0.840910658	0.474348846	-0.067010085	0.345053151	0.390179747	0.043304208	-0.228650955	0.91107281	0.247568363	-0.06166001	0.008777472	0.401724842	0.309077173	-0.078642962	0.558477709	0.202240352	0.087507287	0.034283062	-0.125687867	0.203011676	0.188144008	0.198994111	0.075264724	0	0.169202101	0.493454118	0.219405725	0.088316066	0.284157287	0.268786258	0.204986506	0.196938298	0.014413322	0.215253842	0.406938281	0.315097348	0.175270723	0.530659261	0.22540825	0.180272824	0.130964401	0.724150053	0.823337457
