TCGA-3C-AALI	TCGA-A2-A04Y	TCGA-A2-A0CW	TCGA-A2-A0D4	TCGA-A2-A0EY	TCGA-A2-A0SV	TCGA-A2-A0SW	TCGA-A2-A0T3	TCGA-A2-A0YG	TCGA-A2-A0YH	TCGA-A2-A0YT	TCGA-A2-A1FW	TCGA-A2-A1FX	TCGA-A2-A1G4	TCGA-A2-A25B	TCGA-A2-A25C	TCGA-A2-A25E	TCGA-A2-A4S3	TCGA-A7-A0CJ	TCGA-A7-A13F	TCGA-A7-A2KD	TCGA-A7-A6VX	TCGA-A8-A06N	TCGA-A8-A06R	TCGA-A8-A06X	TCGA-A8-A06Z	TCGA-A8-A075	TCGA-A8-A076	TCGA-A8-A079	TCGA-A8-A07W	TCGA-A8-A081	TCGA-A8-A082	TCGA-A8-A08G	TCGA-A8-A08P	TCGA-A8-A095	TCGA-A8-A09C	TCGA-A8-A09I	TCGA-A8-A09M	TCGA-A8-A09R	TCGA-A8-A09W	TCGA-A8-A09Z	TCGA-AC-A2BM	TCGA-AN-A0AJ	TCGA-AN-A0AK	TCGA-AN-A0AM	TCGA-AN-A0FF	TCGA-AN-A0FY	TCGA-AO-A03N	TCGA-AO-A03O	TCGA-AO-A03P	TCGA-AO-A0J3	TCGA-AO-A0J7	TCGA-AO-A0JD	TCGA-AO-A0JM	TCGA-AO-A1KP	TCGA-AO-A1KS	TCGA-AO-A1KT	TCGA-AR-A0TQ	TCGA-AR-A0TT	TCGA-AR-A0TV	TCGA-AR-A0TY	TCGA-AR-A0U2	TCGA-AR-A1AW	TCGA-AR-A24K	TCGA-AR-A24N	TCGA-AR-A24R	TCGA-AR-A24S	TCGA-AR-A24Z	TCGA-AR-A250	TCGA-AR-A2LK	TCGA-B6-A0IB	TCGA-B6-A0RL	TCGA-BH-A0AU	TCGA-BH-A0BF	TCGA-BH-A0BZ	TCGA-BH-A0C0	TCGA-BH-A0C3	TCGA-BH-A0C7	TCGA-BH-A0HU	TCGA-BH-A0HW	TCGA-BH-A0HY	TCGA-BH-A18L	TCGA-BH-A18U	TCGA-BH-A1F2	TCGA-BH-A1F8	TCGA-BH-A1FD	TCGA-BH-A1FJ	TCGA-BH-A1FM	TCGA-BH-A1FN	TCGA-BH-A202	TCGA-BH-A204	TCGA-BH-A209	TCGA-C8-A12M	TCGA-C8-A12U	TCGA-C8-A12W	TCGA-C8-A130	TCGA-C8-A1HG	TCGA-C8-A1HL	TCGA-C8-A1HM	TCGA-C8-A1HN	TCGA-C8-A26V	TCGA-C8-A26W	TCGA-C8-A274	TCGA-C8-A27A	TCGA-C8-A3M8	TCGA-C8-A8HQ	TCGA-D8-A13Y	TCGA-D8-A1J8	TCGA-D8-A1J9	TCGA-D8-A1JC	TCGA-D8-A1JD	TCGA-D8-A1JE	TCGA-D8-A1JI	TCGA-D8-A1JJ	TCGA-D8-A1JT	TCGA-D8-A1X5	TCGA-D8-A1X6	TCGA-D8-A1X7	TCGA-D8-A1XF	TCGA-D8-A1XL	TCGA-D8-A1XR	TCGA-D8-A1XZ	TCGA-D8-A1Y1	TCGA-D8-A1Y2	TCGA-D8-A1Y3	TCGA-D8-A27N	TCGA-D8-A27R	TCGA-D8-A27W	TCGA-E2-A109	TCGA-E2-A10C	TCGA-E2-A14O	TCGA-E2-A155	TCGA-E2-A15A	TCGA-E2-A15K	TCGA-E2-A15S	TCGA-E2-A15T	TCGA-E2-A1L7	TCGA-E2-A56Z	TCGA-E2-A9RU	TCGA-E9-A1NA	TCGA-E9-A1NF	TCGA-E9-A1NI	TCGA-E9-A1R4	TCGA-E9-A1R7	TCGA-E9-A1RB	TCGA-E9-A1RE	TCGA-E9-A1RG	TCGA-E9-A226	TCGA-E9-A228	TCGA-E9-A22A	TCGA-E9-A22D	TCGA-E9-A22E	TCGA-E9-A22H	TCGA-E9-A249	TCGA-E9-A2JS	TCGA-E9-A3HO	TCGA-E9-A54Y	TCGA-E9-A5UO	TCGA-EW-A1OX	TCGA-EW-A1OY	TCGA-EW-A1OZ	TCGA-EW-A1P0	TCGA-EW-A2FW	TCGA-GM-A2DO	TCGA-LL-A5YM	TCGA-S3-AA17	TCGA-Z7-A8R6
CCNB1	1.607840526	0.763242094	1.09715922	0.795062341	-0.422018854	1.272883618	1.164541948	-0.239235247	1.307959269	1.305515694	1.147525767	1.140121969	0.622517835	0.231730499	1.638687108	0.250519157	-0.009154869	1.060163923	1.241794509	1.126849959	0.303442324	1.310250264	-0.709309519	1.118811018	0.497169675	0.706189347	1.003531962	-0.827230502	1.372685804	1.358501927	0.596210226	0.866514285	0.688026751	1.022365365	-0.295864436	0.141638044	1.797252928	1.308665992	0.813129854	1.276129644	0.480104773	-0.17617957	2.70944429	1.442764106	0.955406048	0.580322646	0.88141057	0.779229736	1.522707718	0.818905937	1.174556126	1.108324697	2.103710895	0.213732314	-0.94270394	1.362638056	1.178355629	1.284420371	0.86979698	0.218378724	1.661348724	-0.36551987	-0.290594464	0.800860752	-0.308316612	0.231657165	0.228990466	0.88762311	0.970456856	1.367840241	-0.149317376	0.281895114	-0.027140723	0.332089236	0.896429221	0.500355685	0.611152237	1.034508946	2.090886617	0.209486998	-0.170506329	0.59050926	0.409225237	0.382074122	0.259190766	0.995218928	1.424800737	0.220220019	0.809725898	1.791031724	0.450559099	1.323414098	-0.233737487	1.072864157	0.640145879	1.21505746	1.198006493	2.101328346	1.417542037	1.400288754	0.548319457	-0.112841654	0.380180925	1.908978331	0.273652323	2.009104594	1.73165574	1.276016456	0.268189315	1.585098391	0.901492601	0.638099069	-0.262178289	1.734320921	0.460959048	0.536947878	0.631049246	-0.731734638	0.875384878	0.978837836	0.09257041	0.078810005	1.390112125	-0.029133916	2.43920246	1.522202577	0.355086539	0.779090908	1.092306229	0.053788558	0.663015787	0.698066419	0.562289098	0.253322894	0.993512721	0.607297563	1.786031565	0.718707663	2.112128604	0.671516384	0.305244802	0.729588009	-0.00779741	0.115339539	2.002461297	-0.494158791	0.677324077	0.074272754	0.167365545	0.707323623	1.576293154	0.06202672	0.918729971	0.641554944	0.152344139	1.612363737	1.273768991	0.09416682	-0.331249856	1.567760471	0.44203764	-0.016554046	1.778350552	0.72623251	0.573742418	1.037799408	1.451713093
CCND1	-0.064394409	0.0273139	-0.120001693	0.202600152	0.008295341	-0.095795411	-0.05852829	0.419060685	-0.111342513	0.080853435	0.442438447	0.555094772	0.350777766	0.402795595	-0.053866474	0.085718189	0.10316134	0.262212586	0.079188749	0	-0.082311943	-0.157432622	0.110977055	0.068218338	0.192436904	0.087480711	0.001103661	0.181497576	0.529796616	0.549761815	0.030677938	0.972481246	0.285861835	0.153499251	0.663527781	0.10414774	0.145338718	0.172147348	0.133238909	-0.191439331	-0.149880406	0.323520438	0.203217617	0.188120844	-0.125751195	-0.068663773	-0.206712045	0.187728075	0.004530842	0.352080881	0.821370289	-0.160283622	0.199745912	0.499933879	0.387190491	0.207191048	0.132574195	0.206170878	-0.213242198	0.21329547	0.100303831	0.603493787	0.108578302	-0.168203119	0.108150576	-0.196396093	0.076087285	0.470331289	0.295642396	0.308522605	0.261797454	0.098212785	0.343427809	-0.16263542	0.127301053	0.073690639	0.711646313	-0.058148853	-0.158695456	0.39886621	0.542923573	0.041743534	0.38618139	0.043654443	-0.129290799	0.001879341	0.134556156	0.234806004	-0.011536749	-0.07266464	0	-0.007706163	0.449627031	0.115410164	0.250582917	0.179751991	0.389289105	-0.139113875	0.182400469	0.23767268	-0.066843073	0.52068571	0.098480839	-0.222205848	0.240940862	-0.176710943	-0.090188095	-0.099958115	-0.156318055	0.193662126	0.33356944	-0.277340982	0.374993232	0.458420638	0.177590887	-0.174624704	0.073182567	0.484335549	1.067093555	-0.064717336	0.261618133	0.027488483	0.089949316	0.20819673	0.161674689	0.042298874	-0.05719485	0.53020992	0.300351325	0.463395936	0.41772917	0.292540961	0.387691664	0.18800216	0.248241711	0.28726337	0.090551728	-0.171504811	-0.103737665	0.192389326	0.293246968	0.257144013	-0.069318348	0.220308909	-0.586211917	-0.003693687	0.277489875	-0.223959652	0.41536686	0.20861625	0.265894898	0.51306709	-0.14816152	0.246841739	0.826845649	0.05293175	-0.185596155	-0.05375579	0.15408597	0.385284353	0.465986605	0.198450806	0.747391833	0.118202934	-0.157367622	-0.138371908	-0.229541814
CCNE1	-1.539993922	-0.607536847	-0.297231898	-1.385429208	-1.543729753	-1.027428069	-1.055195281	-1.40141227	-0.942075937	-1.294944317	-0.984512722	-1.621123994	-0.940528107	-1.58250377	-1.384378659	-1.046157661	-1.396215347	-1.5836525	-1.682023504	-1.057414373	-1.280472298	-0.620849919	-1.192450867	-1.266194885	-0.761623131	-1.397093481	-1.376160918	-1.459325769	-1.685718969	-1.515312471	-1.077986215	-1.261637252	-1.25793596	-1.202682038	-1.239752215	-1.297629182	-1.095884652	-0.826702583	-1.34091423	-1.020536692	-1.34596092	-1.465664303	-1.157231836	-0.761014491	-1.110714458	-1.331272465	-0.768020729	-1.298312871	-0.502658077	-1.134002506	-1.24539203	-1.417478402	-1.132235228	-0.850711729	-1.39427	-1.33008136	-1.288961196	-1.310334389	-1.409643594	-1.52845797	-0.343203185	-1.125742631	-1.447155321	-1.586301839	-1.627107785	-1.568687419	-1.414829235	-1.633023843	-1.279528128	-1.468591084	-1.228482594	-0.888179713	-0.82418187	-1.108992234	-1.303248379	-1.376493141	-1.373265166	-0.614303736	-0.470195223	-1.283308784	-1.394985398	-1.543876461	-0.880306427	-1.399609276	-1.03571343	-1.174517013	-1.295613779	-1.202917043	-1.242770764	-1.184773333	-1.418904928	-1.544751596	-1.062831203	-1.032570791	-1.292530799	-0.678946455	-1.702783529	-1.203710354	-0.94057301	-1.41398941	-1.312604508	-1.367898147	-1.485382098	-1.663182358	-0.931434605	-1.704702941	-0.350410847	-1.352189786	-1.602474559	-1.282688229	-1.361435452	-1.787602662	-1.946283819	-1.853893408	-1.897800933	-0.958617094	-1.583372906	-1.671641205	-1.529992123	-1.721505379	-1.551779991	-1.861825206	-1.539991964	-1.570830886	-1.02865776	-0.927939109	-0.818155093	-1.388440715	-1.313986117	-0.625171697	-0.889007546	-0.940737095	-0.670121167	-1.596273263	-0.93257382	-1.390318551	-0.886543371	-1.152776648	-1.019924696	-1.004332921	-1.629281935	-1.498848116	-1.298959838	-1.350496917	-1.047868395	-1.65560268	-1.649945554	-1.595582114	-0.700598746	-1.320333027	-1.372461485	-1.349047919	-0.618268292	-1.373586086	-1.328116339	-0.54122183	-1.315497871	-0.761824109	-1.446132572	2.181696604	-1.596017892	-1.75388051	-1.476700574	-1.119728531	-1.286487833	-1.7665502	-3.256064149
CCNE2	0.494853421	1.149862189	0.863692794	0.972459901	0.955651058	1.301512626	1.140527223	1.141187283	1.363113391	1.047112649	1.501701782	1.502558089	1.223967893	0.76924894	1.290516035	1.458467051	1.083265285	1.725229657	0.890613836	0.994769817	1.068251767	1.109466426	1.089578534	1.014813591	0.717683106	1.219413823	0.82853567	0.720462766	1.007344484	1.534052611	0.878530347	1.067210243	0.952390743	1.13412294	2.482276036	1.016624777	1.128706465	1.152560873	0.638425866	1.636388662	0.969382985	0.486113474	1.295927343	1.267134548	0.956991602	0.622864693	1.353330208	1.027452785	1.497025305	1.225792262	0.993053625	0.826248488	1.004957442	1.563806618	1.19032905	1.172538578	1.099030596	1.326406208	1.036916952	1.028576797	1.153501216	1.580605886	0.860311506	1.005531568	1.087902787	0.6169532	0.915775197	1.40812191	1.446193631	1.12764394	0.470189957	0.647295006	1.041969717	1.014467459	1.08432952	1.026502801	0.910044744	1.551233523	1.343718407	0.67961357	1.486965061	0.762342816	2.268050603	0.939401147	0.685465821	0.580193478	1.396297836	0.971468574	1.118794071	1.277339487	1.547483047	1.471205605	1.228071732	1.187847002	0.954987101	1.113871604	1.311138482	1.525401424	2.170681386	1.789763494	0.491388085	1.308321919	0.738328108	2.133595524	1.117153695	1.269420184	2.669154664	0.794393128	1.126324816	0.810772831	1.562836348	0.935400089	1.134670074	1.191003344	1.400469013	1.161999431	1.114348097	0.895422868	1.205645781	0.887760713	0.984708761	1.011954592	1.118115258	0.876884382	2.122836636	0.633711581	0.436059778	0.970195264	1.423435417	1.164958773	1.358576777	1.012227693	0.933153328	0.963361903	0.508082105	1.05467365	2.578646115	0.651065428	0.979318044	0.773768657	1.316321165	0.954061203	0.626277793	0.96536135	1.275977983	0.984089992	0.980874264	0.688793517	1.161947669	1.087338416	1.226382818	1.12106966	1.039541519	0.816611018	0.912924408	1.689932602	1.581676819	0.89367713	0.694408196	1.066997422	1.173704331	1.350681127	1.241310791	0.953285019	1.052719472	0.970544099	0.864132834
CDH1	2.225424307	1.770401455	1.536456756	2.338322223	1.48127143	1.431114492	1.359686578	0.728987405	1.261285956	1.243919954	1.915172551	1.301374463	0.335341622	2.259556455	1.542089318	2.027145091	1.705003252	0.972197899	1.232505943	1.4758116	0.968046262	1.100139222	1.67239947	0.707267384	1.077513007	1.519526598	0.632456218	0.257213418	0.568483844	2.937383861	1.544299085	1.710383219	0.782781767	1.031636281	-0.205240377	1.671253309	0.660581282	1.452719995	0.76464808	-2.517191142	-2.075082822	0.808800432	1.196862172	1.221670259	0.461667862	1.65243596	1.169708926	1.2838066	1.181860719	1.276502853	1.560641229	0.960674026	1.026396023	-1.118043571	-0.282566233	-1.730081011	1.109413231	1.20010804	1.191958589	1.041831596	1.769305321	-0.3547293	0.169293263	1.70361393	1.094803073	0.487218951	0.56237297	1.651706712	2.006162353	-0.493622286	2.185256789	1.68535636	0.906721812	0.870642642	1.662394862	0.862954047	0.160891266	1.557280015	1.798477007	2.660601933	0.764206241	0.805103378	-0.941270002	1.119584762	1.083656751	0.387432416	1.222045526	1.493581855	0.703244431	0.479639473	1.802212811	-2.612557936	1.804356736	0.772443663	1.347996878	1.518391423	1.190242227	1.121006311	1.614891151	1.888509104	1.185485888	0.900963799	-2.224028939	0.002684599	1.969235902	1.363616065	1.189352685	0.923652351	0.374952249	1.682620088	0.657420972	0.745400586	1.663507936	0.664948128	1.975500837	-1.007505922	1.008108325	0.846589038	2.113666208	1.362416846	-0.015945585	1.62548129	-2.489671296	-0.042358462	1.402982294	1.16911708	0.874107503	1.218881439	1.791200216	0.34866928	0.684233838	2.362138093	2.658083166	0.67864574	2.288099261	1.891239467	0.671251721	1.816739456	0.58160993	1.045300535	0.349409662	0.602776569	-1.897821523	0.773484069	0.861681957	1.902032849	1.68655657	1.015197302	2.017086448	1.061393824	1.000278504	1.023371513	1.106557972	0.588639097	0.212781579	-1.891005974	-2.332133095	2.199325049	1.761090404	1.235618719	0.136461259	1.960643757	2.101437429	0.319365046	0.978473571	-2.756674991	-3.287294406
CDH2	-0.418069166	-0.86771042	-0.703648747	-0.612548729	-0.505574404	-0.471740098	-0.533747165	0.260700966	-0.360281874	-0.591235406	-0.17882106	0.05878583	-0.311367412	-0.145362646	-0.329067901	0.201539907	-0.114657153	0.486598945	-0.814063033	-0.449632762	-0.722917944	-0.462743857	0.006697601	-0.734459592	-0.124771835	-0.889825999	-0.439314814	-0.354843769	-0.05863735	-0.803379086	-0.84518713	-0.841336753	-0.598667869	-0.312453497	0.795385405	-0.61133606	-0.597079744	-0.448369121	-0.705448626	-0.702416998	-0.478813369	-0.400149678	0.115483011	-0.628821195	-0.739038239	-0.124727961	-0.678355796	0.191548793	-0.66625279	-0.41430518	-0.676206101	-0.711222622	-0.459496167	0.743445296	0.301516488	-0.54082141	-0.224438387	-0.664950685	-0.668549584	-0.310270228	-0.320779048	0.852208365	0.256550244	-0.908912592	-0.309529206	-0.584876534	-0.353758335	-0.835588249	-0.125356937	-0.987115359	-0.596611465	-0.461629911	-0.141509852	-0.151731176	-0.40554421	-0.482299235	-0.478919184	-0.357607942	-0.863751699	-0.551874503	0.433633729	0.174576919	0.571911157	-0.384587535	-0.387757155	-0.817615184	-0.376738105	-0.448016323	-0.371001503	-0.601743595	-0.442291385	-0.800919715	-0.521054192	-0.166964072	0.076594696	-0.160700561	0.119383202	-0.100464143	-0.420581524	-0.480472651	-0.677742211	0.730616072	-0.298389135	-0.400782543	-0.395242323	-0.691066288	-0.603388941	-0.856570202	-0.564228776	-0.547522614	-0.149337273	-0.786670718	-0.201926416	0.159744204	-0.359097206	0.437983676	-0.393074811	0.096951688	-0.15207955	-0.648559163	-0.370967063	-0.655246953	-0.703607508	-0.559410167	-0.396719531	-0.71228182	-0.392599103	-0.391122448	-0.609864597	-0.125509092	-0.0124634	-0.427012793	-0.565932344	0.090514618	-0.50969933	-0.595355852	-0.399315825	-0.364781283	-0.400004245	-0.907511984	-0.335574387	-0.465872441	-0.55017952	-0.206234875	-0.676442468	-0.398257057	-0.608608077	-0.587518448	-0.863649619	-0.48454015	-0.652555321	-0.460175915	-0.601328843	-0.48164242	0.009419224	-0.348298119	-0.403312646	-0.134232833	-0.371535958	-0.106578562	-0.132348633	-0.32405635	-0.312110044	-0.629611515	-0.37875358	-0.439700383	-0.833959897
CDH3	-1.452585589	-1.436862798	-1.429933467	-1.691165183	-1.33107398	-1.443769512	-1.404979373	-1.355703001	-1.466002027	-1.63665564	-1.423996021	-1.773590375	-1.49639082	-1.995484047	-1.537940684	-1.526794628	-1.450713849	-1.341221719	-1.443384857	-1.592336522	-1.473600577	-1.314833214	-1.802512066	-1.424010084	-1.330744184	-1.611773204	-1.500948197	-1.448415512	-1.556334192	-1.51069363	-1.404293315	-1.646451664	-1.411976681	-1.489948524	-1.517990658	-1.536012927	-1.434582409	-1.519920354	-1.658182966	-1.634471555	-1.170922522	-1.390269903	-1.403543937	-1.191473522	-1.371350312	-1.503253387	-1.69365335	-1.307607458	-1.369319951	-1.270691248	-1.43642991	-1.612802269	-1.347350429	-1.144892755	-0.985317219	-1.479608143	-1.532352277	-1.408295933	-1.410768252	-1.501317154	-1.114211716	-1.394025948	-1.435559103	-1.917395506	-1.400659431	-1.027804969	-1.439436408	-1.567565264	-1.422011013	-1.50055054	-1.282274543	-1.473692007	-1.515706847	-1.339069067	-1.35295209	-1.399470322	-1.558812007	-1.474240293	-1.429059066	-1.568938112	-1.429017697	-1.417712671	-1.046516153	-1.524940002	-1.479459037	-1.675407612	-1.871462601	-1.688846741	-1.572677583	-1.416166529	-1.425611459	-1.786184986	-1.609832803	-1.439232598	-1.282035814	-1.347696961	-1.567474854	-1.67930499	-1.384351717	-2.099135762	-1.547415252	-1.67170219	-1.29710811	-1.837495399	-1.318952791	-1.449752158	-1.474726212	-1.699740911	-1.584946978	-1.497127216	-1.698767629	-1.911917512	-1.742759199	-1.998804722	-1.832531902	-1.379945919	-1.68460221	-1.572038516	-1.406850397	-1.609093758	-1.2581127	-1.489899949	-1.520986057	-1.705672788	-1.576425962	-1.544432525	-1.386651616	-1.71322005	-1.49730669	-1.127252898	-1.229745128	-1.468199235	-1.252882462	-1.696180619	-1.546470045	-1.421282787	-1.537716209	-1.558891891	-1.435569291	-1.468207507	-1.836264693	-1.739012355	-1.614130374	-1.275104317	-1.945626106	-1.841198076	-1.845827086	-1.640067061	-1.512824317	-1.642708463	-1.611062003	-1.256225947	-1.569686366	-1.72642796	-1.824307121	-1.283234723	-1.547330501	-1.503565632	-1.689314838	-1.736064137	-1.666358858	-1.692289053	-1.767954341	-1.400856595	-1.562465493	-1.363430056	-0.979829754
CDK1	0.226443581	-0.072213039	0.078196266	-0.008298957	-0.06664127	0.03572755	0.08653683	0.039641605	0.060164889	0.009031574	0.010003948	0.025983857	-0.065816733	0.032933495	0.303074257	-0.059135891	0.000568038	0.257767803	-0.184791182	0.174862704	-0.024899093	0.332119999	-0.107960693	0.130145383	0.275120536	0.118349139	-0.02085598	-0.02584846	0.441374743	0.166986507	-0.06390756	-0.025336525	0.049767775	0.130722032	0.184933986	0.036957143	0.157774068	0.155873883	-0.082306005	0.116710674	0.180287381	0.850221175	0.266349482	0.075986906	0.003331872	-0.124394598	0.231099621	0.019327772	0.205786207	0.159681911	0.170420499	-0.029325412	0.216893895	0.076831718	-0.07536418	-0.207536229	-0.087645301	0.289098314	0.21183462	-0.024142512	0.413165288	0.351879529	0.045240417	-0.331762616	-0.242120885	-0.105156851	-0.088115984	-0.515999048	0.174089693	0.426139635	-0.075645218	-0.239706247	0.024391054	0.02987471	0.169412787	0.049712291	0.028795822	0.324424572	0.304537355	-0.09187044	0.083275705	0.224343765	-0.049166678	-0.061729054	0.095095739	-0.1264352	-0.046272762	-0.234664426	-0.125707227	-0.044433513	0.269137158	0.007278296	-0.048274772	0.23005808	0.335562165	0.281882127	0.162676415	0.177599309	0.531809345	0	-0.284800616	0.403786661	0.37868358	0.248219984	-0.000330157	0.075899526	0.291672348	-0.105238415	0.370939028	0.333302429	0.095290844	-0.210328989	0	0.005236233	-0.23444829	0.409536429	-0.099777674	0.543274774	0.49338894	0.015912938	0.205141539	-0.138173456	0.086201427	0.339927403	0.487074208	0.004295012	-0.07758066	0.417109291	0.166919289	0.14011435	-0.430301605	0.307073645	0.153178994	-0.06486599	0.170279869	-0.070541651	0.17935872	-0.022567278	0.017430627	0.104763344	0.076869315	0.246659223	-0.020028244	-0.048403236	0.238658657	0.095262025	-0.128947045	-0.252374262	0.021676248	0.130975287	-0.047197529	0.266697087	0.114116044	0.206152138	0.37447459	0.395361636	0.229851397	0.101598038	0.040776542	0.166664263	0.328914836	-0.308346142	0.377099766	-0.006371172	-0.010356796	0.167018912	-0.03869583
CDKN1A	0.437699627	0.356601132	0.186359631	-0.082034698	0.077275517	0.478617689	0.517024432	0.432539276	0.329099373	0.217676369	0.352106787	0.744759164	0.481480042	0.26388235	0.597757781	0.939715514	0.288208853	0.340670412	0.020821326	0.180386904	0.392790426	-0.013902169	0.187979136	0.075933604	0.285027618	0.528970462	0.65248174	0.685577392	0.414865148	0.391879697	0.135434965	0.294870882	0.430675719	0.289488332	0.970736159	0.6541609	0.799949202	0.593771593	0.515157798	0.443152699	0.65133948	0.367761719	0.638311374	0.535968744	0.528803114	0.389134982	0.61912435	0.892148546	0.581891522	0.304199144	0.505612972	0.304989888	0.66058248	0.948902718	1.06589154	0.408418648	0.709730449	0.366312313	0.443790712	0.107344356	0.476401897	1.089345613	0.481594508	0.257792445	0.495615424	-0.00439324	0.87081263	0.15264502	0.190360391	0.456442794	0.661471994	0.751782972	0.523780626	0.340927995	0.587228669	0.268473875	0.417220662	0.591358687	0.653174708	0.199955682	0.366636638	0.706690859	0.456182297	0.607717426	0.662713628	0.61201974	0.486374321	1.283070784	1.102225124	0.339225892	0.618472986	-0.023507029	0.047430991	0.737196729	0.432228006	0.693096669	0.253255867	0.523766378	0.614241148	0.401245709	0.10301559	0.607013194	0.415309212	0.554618504	0.597523779	-0.41588433	1.049152229	0.187823885	0.426744366	0.513639424	0.930340724	0.671122998	0.342342065	0.943047571	0.443030936	0.211597271	0.373100865	0.6369907	0.418983766	0.388351045	0.492983305	0.231650578	0.715227581	0.467866218	0.243896504	0.326364028	0.327626781	0.767666706	0.5976352	0.580247699	0.648469712	0.066405948	0.346287296	0.860112079	0.326345257	0.214792015	0.633922368	-0.03304641	-0.109169132	1.050589789	0.657923294	0.702853582	0.61432081	0.688454112	0.179673302	0.489895512	0.717380619	0.634022612	0.516847334	0.998983116	0.364350144	0.755175416	0.254908079	0.717065394	0.848590149	0.293649743	0.401791756	1.085784625	0.733086932	0.790381718	1.178828303	0.590862882	0.211381834	0.121061975	0.357263748	-0.260292683	-0.070772241
CDKN1B	-0.428440259	0.700290285	-0.008796337	0.170703829	-0.404652747	-0.312263601	-0.337474306	0.193521785	-0.251010665	-0.160616148	0.360445035	0.656898087	-0.298851448	0.19262114	-0.055889274	0.259946697	0.345055621	0.115366783	0.094497889	-0.265995202	0.044069792	0.986929892	-0.469056917	-0.354154351	0.210474248	0.736087844	-0.256316496	-0.048543622	0.180564717	0.140724086	0.320063685	0.421710153	0.501874264	0.068892058	0.380203426	0.481812116	0.007068953	-0.167577659	-0.23907181	0.041594006	-0.426815239	0.501051579	-0.087480372	0	-0.126561114	-0.336884904	0.705731363	0.267542315	0.293771087	1.221550173	0.855144144	-0.321341642	0.237305664	0.047384446	0.16177846	0.424189934	0.090968961	0.151966257	-0.122548504	-0.100014308	-0.135998482	-0.067819242	0.162042104	-0.092045251	0.305017671	0.04615492	-0.009644563	0.245126826	0.573665459	-0.048157851	0.637300906	0.073791496	0.257426597	0.29132793	0.220830117	-0.005564701	0.582476785	0.334565734	0.62877699	0.559025516	0.321328631	0.240331783	0.40497594	0.115986407	-0.087173114	0.20380334	-0.587513766	-0.02168288	-0.032457514	-0.212935816	-0.206251259	0.128855035	0.254156265	0.19074608	0.511222515	0.214032595	0.041019023	-0.057208503	0.200978265	0.604544457	-0.182517067	0.564658943	0.166018461	-0.320763698	0.57605556	-0.151069282	0.805153232	-0.108536898	-0.482571592	-0.202593178	0.00580077	-0.578165088	0.075584601	-0.200376135	-0.006620273	0.284973728	0.110589073	-0.134263544	0.231433942	-0.034266454	0.225359376	0.346541611	0.316075585	-0.176734429	-0.200564998	0.039598074	0.260252252	0.127524374	0.695144994	0.540615459	0.652824349	0.177433507	0.443206217	0	1.20776817	0.677170069	0.59373863	1.114660403	0.466858968	-0.16990178	-0.253618864	-0.02277076	-0.086130048	0.199666167	0.029005695	0.520473711	0.048259879	-0.024993797	-0.168107744	-0.028731464	0.115920236	0.110627197	0.322870647	0.136417369	0.137374818	1.115447069	0.721222421	-0.161202238	-0.364065152	0.560081166	-0.347867356	0.393984427	-0.048840034	0.779282087	0.246525566	0.584950983	0.105902482
